job_id,title,company_size,industry,country,city,remote_type,employment_type,experience_level,date_posted
256,Data Engineer,Small (51-200),E-Commerce,France,Paris,Hybrid,Full-time,Senior,2023-01-15
257,iOS Developer,Small (51-200),Gaming,Sweden,Gothenburg,Remote,Contract,Executive,2024-03-13
258,Data Engineer,Startup (1-50),Consulting,India,Pune,Remote,Full-time,Lead,2023-09-12
259,Frontend Engineer,Large (1001-5000),Automotive,Germany,Hamburg,On-site,Working Student,Mid,2024-08-19
260,iOS Developer,Small (51-200),Automotive,Sweden,Stockholm,Remote,Full-time,Senior,2023-06-13
261,Product Manager,Startup (1-50),Consulting,Switzerland,Basel,Hybrid,Working Student,Senior,2024-09-21
262,Data Analyst,Small (51-200),Consulting,Netherlands,Amsterdam,Hybrid,Working Student,Lead,2024-03-01
263,Product Manager,Small (51-200),HealthTech,Sweden,Gothenburg,Hybrid,Full-time,Mid,2024-06-22
264,Security Engineer,Startup (1-50),EdTech,Australia,Brisbane,On-site,Full-time,Senior,2024-06-01
265,Product Manager,Small (51-200),HealthTech,Netherlands,Utrecht,Hybrid,Full-time,Mid,2024-11-27
266,Business Intelligence Analyst,Startup (1-50),FinTech,Netherlands,Utrecht,On-site,Full-time,Lead,2024-04-09
267,DevOps Engineer,Startup (1-50),Automotive,United Kingdom,Bristol,Hybrid,Full-time,Executive,2023-01-23
268,Software Engineer,Enterprise (5000+),HealthTech,Switzerland,Geneva,Remote,Full-time,Mid,2024-07-08
269,DevOps Engineer,Medium (201-1000),Gaming,Germany,Berlin,Hybrid,Contract,Entry,2024-01-19
270,Frontend Engineer,Startup (1-50),EdTech,Switzerland,Geneva,Hybrid,Full-time,Lead,2023-05-17
271,Data Engineer,Enterprise (5000+),SaaS,Spain,Barcelona,Hybrid,Full-time,Mid,2023-01-04
272,DevOps Engineer,Large (1001-5000),SaaS,Germany,Hamburg,Hybrid,Contract,Executive,2024-04-16
273,iOS Developer,Startup (1-50),Cybersecurity,Canada,Toronto,Remote,Full-time,Mid,2023-01-17
274,Data Engineer,Enterprise (5000+),FinTech,Netherlands,Amsterdam,Remote,Full-time,Entry,2023-09-08
275,Frontend Engineer,Small (51-200),FinTech,Sweden,Stockholm,Hybrid,Contract,Lead,2023-05-24
276,Machine Learning Engineer,Medium (201-1000),Consulting,India,Pune,Hybrid,Contract,Executive,2023-08-31
277,Cloud Architect,Small (51-200),EdTech,France,Paris,Hybrid,Full-time,Executive,2024-08-28
278,Cloud Architect,Enterprise (5000+),Gaming,Sweden,Stockholm,Hybrid,Working Student,Lead,2024-06-21
279,Frontend Engineer,Small (51-200),EdTech,Canada,Montreal,Remote,Full-time,Lead,2024-04-29
280,iOS Developer,Large (1001-5000),Gaming,Netherlands,Amsterdam,On-site,Full-time,Mid,2024-07-24
281,Frontend Engineer,Medium (201-1000),Logistics,India,Hyderabad,Remote,Full-time,Mid,2024-01-15
282,Security Engineer,Startup (1-50),Cybersecurity,United States,Boston,Remote,Full-time,Mid,2023-02-10
283,Business Intelligence Analyst,Small (51-200),Consulting,United States,New York,Hybrid,Contract,Executive,2023-11-07
284,Machine Learning Engineer,Large (1001-5000),SaaS,Germany,Munich,On-site,Full-time,Entry,2024-02-11
285,Backend Engineer,Large (1001-5000),Automotive,Netherlands,Utrecht,Hybrid,Full-time,Senior,2023-09-25
286,DevOps Engineer,Startup (1-50),Consulting,Canada,Montreal,On-site,Part-time,Lead,2023-07-28
287,Frontend Engineer,Enterprise (5000+),FinTech,Canada,Vancouver,On-site,Part-time,Entry,2023-09-25
288,iOS Developer,Small (51-200),SaaS,India,Mumbai,Hybrid,Full-time,Mid,2024-05-26
289,iOS Developer,Large (1001-5000),Consulting,India,Pune,Hybrid,Part-time,Lead,2023-06-23
290,Data Analyst,Startup (1-50),HealthTech,United Kingdom,Bristol,Hybrid,Contract,Executive,2024-11-15
291,Frontend Engineer,Small (51-200),SaaS,Germany,Berlin,Remote,Full-time,Mid,2024-06-01
292,Software Engineer,Enterprise (5000+),FinTech,Australia,Melbourne,On-site,Full-time,Executive,2023-01-07
293,Software Engineer,Enterprise (5000+),Automotive,India,Mumbai,Hybrid,Full-time,Entry,2023-01-18
294,Data Analyst,Startup (1-50),Cybersecurity,India,Mumbai,Hybrid,Full-time,Entry,2024-06-23
295,iOS Developer,Startup (1-50),Cybersecurity,France,Lyon,Hybrid,Full-time,Lead,2023-09-07
296,iOS Developer,Startup (1-50),EdTech,Sweden,Stockholm,Remote,Full-time,Entry,2024-05-02
297,Security Engineer,Startup (1-50),Consulting,Germany,Berlin,Hybrid,Full-time,Mid,2024-08-02
298,Software Engineer,Small (51-200),Cybersecurity,United States,Boston,On-site,Full-time,Mid,2024-05-01
299,Data Engineer,Enterprise (5000+),Consulting,France,Paris,Hybrid,Full-time,Senior,2023-01-17
300,Data Analyst,Startup (1-50),Cybersecurity,Netherlands,Utrecht,Remote,Full-time,Lead,2024-02-03
301,Backend Engineer,Small (51-200),HealthTech,Spain,Valencia,On-site,Full-time,Lead,2024-05-27
302,Software Engineer,Large (1001-5000),Cybersecurity,Sweden,Gothenburg,Remote,Full-time,Entry,2024-09-20
303,Backend Engineer,Medium (201-1000),SaaS,Poland,Krakow,On-site,Full-time,Entry,2023-12-31
304,Frontend Engineer,Enterprise (5000+),Cybersecurity,India,Mumbai,Hybrid,Full-time,Mid,2023-10-30
305,Data Engineer,Medium (201-1000),E-Commerce,Netherlands,Utrecht,Remote,Part-time,Entry,2024-02-03
306,Data Engineer,Startup (1-50),Automotive,Canada,Vancouver,On-site,Full-time,Entry,2023-04-15
307,Data Analyst,Large (1001-5000),HealthTech,United Kingdom,London,Hybrid,Full-time,Lead,2023-01-27
308,Product Manager,Enterprise (5000+),Gaming,United States,Seattle,Hybrid,Full-time,Entry,2023-01-13
309,Frontend Engineer,Enterprise (5000+),Cybersecurity,France,Lyon,On-site,Working Student,Entry,2024-06-17
310,Data Analyst,Medium (201-1000),HealthTech,United Kingdom,Bristol,Hybrid,Full-time,Mid,2023-06-21
311,Frontend Engineer,Large (1001-5000),SaaS,Switzerland,Geneva,On-site,Full-time,Senior,2024-10-02
312,Business Intelligence Analyst,Large (1001-5000),Gaming,Australia,Brisbane,Remote,Full-time,Mid,2023-12-07
313,Backend Engineer,Medium (201-1000),Cybersecurity,Poland,Krakow,Hybrid,Contract,Lead,2023-05-20
314,Business Intelligence Analyst,Large (1001-5000),Consulting,France,Lyon,Hybrid,Working Student,Mid,2023-10-26
315,Business Intelligence Analyst,Medium (201-1000),Gaming,Sweden,Gothenburg,Hybrid,Contract,Mid,2024-01-09
316,Machine Learning Engineer,Enterprise (5000+),FinTech,United States,Boston,Remote,Contract,Executive,2024-04-17
317,DevOps Engineer,Startup (1-50),Gaming,Sweden,Stockholm,On-site,Contract,Senior,2024-11-20
318,Cloud Architect,Small (51-200),Gaming,Australia,Sydney,Remote,Full-time,Senior,2024-01-22
319,Business Intelligence Analyst,Enterprise (5000+),Gaming,United States,Austin,Hybrid,Full-time,Lead,2024-07-10
320,Security Engineer,Enterprise (5000+),SaaS,Germany,Hamburg,Hybrid,Full-time,Executive,2024-11-04
321,Data Analyst,Startup (1-50),Gaming,Spain,Barcelona,Hybrid,Full-time,Executive,2023-12-06
322,Software Engineer,Medium (201-1000),EdTech,Switzerland,Zurich,Remote,Part-time,Entry,2024-08-17
323,DevOps Engineer,Large (1001-5000),EdTech,Sweden,Stockholm,Hybrid,Full-time,Senior,2023-06-04
324,DevOps Engineer,Medium (201-1000),HealthTech,Canada,Toronto,Hybrid,Working Student,Entry,2023-05-26
325,Backend Engineer,Small (51-200),HealthTech,Canada,Vancouver,Hybrid,Full-time,Lead,2024-03-24
326,Backend Engineer,Medium (201-1000),FinTech,Sweden,Gothenburg,Remote,Part-time,Entry,2023-12-18
327,Cloud Architect,Small (51-200),Consulting,Spain,Madrid,Hybrid,Full-time,Mid,2024-07-27
328,Machine Learning Engineer,Small (51-200),Gaming,Switzerland,Geneva,Remote,Full-time,Lead,2023-01-30
329,DevOps Engineer,Large (1001-5000),SaaS,Sweden,Stockholm,Hybrid,Part-time,Executive,2023-10-13
330,Business Intelligence Analyst,Enterprise (5000+),Logistics,Sweden,Stockholm,Remote,Full-time,Entry,2023-04-27
331,DevOps Engineer,Medium (201-1000),Cybersecurity,France,Toulouse,Hybrid,Full-time,Executive,2023-04-27
332,DevOps Engineer,Small (51-200),Automotive,Canada,Vancouver,On-site,Part-time,Executive,2024-09-21
333,Cloud Architect,Medium (201-1000),E-Commerce,Poland,Warsaw,Remote,Full-time,Mid,2024-01-18
334,Product Manager,Large (1001-5000),Gaming,Sweden,Stockholm,Hybrid,Full-time,Lead,2023-07-10
335,Product Manager,Enterprise (5000+),E-Commerce,Australia,Brisbane,Remote,Full-time,Mid,2023-11-19
336,Software Engineer,Startup (1-50),Gaming,Australia,Brisbane,Hybrid,Full-time,Senior,2024-07-29
337,Frontend Engineer,Large (1001-5000),E-Commerce,India,Mumbai,Hybrid,Full-time,Lead,2023-03-26
338,Machine Learning Engineer,Startup (1-50),E-Commerce,Poland,Warsaw,Remote,Full-time,Senior,2024-04-13
339,DevOps Engineer,Enterprise (5000+),EdTech,Poland,Wroclaw,Remote,Full-time,Executive,2024-01-11
340,Security Engineer,Enterprise (5000+),SaaS,India,Bangalore,Remote,Full-time,Lead,2023-11-01
341,iOS Developer,Startup (1-50),SaaS,Germany,Frankfurt,Hybrid,Working Student,Senior,2023-08-03
342,Security Engineer,Large (1001-5000),SaaS,Sweden,Gothenburg,Remote,Full-time,Executive,2023-07-31
343,Backend Engineer,Medium (201-1000),Automotive,Germany,Stuttgart,Hybrid,Full-time,Executive,2023-10-24
344,Product Manager,Small (51-200),FinTech,Poland,Krakow,On-site,Contract,Entry,2023-10-11
345,Security Engineer,Small (51-200),SaaS,Spain,Madrid,Remote,Full-time,Mid,2024-11-23
346,Data Analyst,Medium (201-1000),HealthTech,Switzerland,Geneva,Hybrid,Full-time,Executive,2024-10-10
347,Product Manager,Medium (201-1000),Cybersecurity,United States,Austin,Hybrid,Full-time,Senior,2023-01-03
348,Security Engineer,Medium (201-1000),Gaming,Sweden,Stockholm,On-site,Contract,Lead,2023-08-12
349,DevOps Engineer,Medium (201-1000),Cybersecurity,Switzerland,Zurich,On-site,Full-time,Senior,2023-05-14
350,Backend Engineer,Startup (1-50),Logistics,Poland,Krakow,Remote,Contract,Entry,2023-01-17
351,DevOps Engineer,Startup (1-50),E-Commerce,United States,New York,On-site,Full-time,Lead,2024-10-27
352,iOS Developer,Medium (201-1000),E-Commerce,France,Paris,Remote,Full-time,Entry,2023-02-23
353,iOS Developer,Large (1001-5000),FinTech,Switzerland,Basel,Hybrid,Part-time,Mid,2023-08-07
354,Data Analyst,Small (51-200),FinTech,Australia,Sydney,Hybrid,Full-time,Executive,2024-12-13
355,Frontend Engineer,Large (1001-5000),HealthTech,Canada,Toronto,Remote,Full-time,Mid,2023-04-16
356,iOS Developer,Large (1001-5000),E-Commerce,Canada,Vancouver,On-site,Contract,Mid,2024-10-18
357,Data Engineer,Enterprise (5000+),Logistics,Spain,Madrid,Remote,Full-time,Executive,2023-12-26
358,Cloud Architect,Large (1001-5000),SaaS,Sweden,Stockholm,Hybrid,Full-time,Mid,2023-03-30
359,Data Engineer,Large (1001-5000),E-Commerce,United States,New York,Hybrid,Full-time,Executive,2023-09-11
360,Data Engineer,Enterprise (5000+),Automotive,France,Toulouse,Hybrid,Part-time,Mid,2024-12-08
361,Machine Learning Engineer,Enterprise (5000+),Automotive,Germany,Hamburg,Hybrid,Part-time,Executive,2024-10-23
362,DevOps Engineer,Startup (1-50),HealthTech,Germany,Munich,Remote,Full-time,Lead,2024-06-24
363,Backend Engineer,Large (1001-5000),Consulting,Germany,Hamburg,On-site,Full-time,Mid,2024-07-13
364,DevOps Engineer,Startup (1-50),SaaS,Spain,Madrid,Hybrid,Full-time,Entry,2023-02-10
365,Product Manager,Enterprise (5000+),Gaming,Germany,Frankfurt,On-site,Full-time,Senior,2023-03-26
366,Product Manager,Small (51-200),EdTech,Spain,Valencia,Remote,Full-time,Executive,2023-07-28
367,Frontend Engineer,Startup (1-50),SaaS,United Kingdom,Edinburgh,Hybrid,Full-time,Executive,2023-03-01
368,Frontend Engineer,Large (1001-5000),E-Commerce,Netherlands,Amsterdam,Hybrid,Full-time,Entry,2023-05-03
369,Security Engineer,Small (51-200),EdTech,Germany,Munich,Hybrid,Full-time,Entry,2023-09-23
370,Data Analyst,Startup (1-50),Gaming,United Kingdom,Edinburgh,On-site,Full-time,Senior,2023-10-06
371,iOS Developer,Startup (1-50),FinTech,India,Bangalore,Hybrid,Full-time,Executive,2024-05-26
372,Backend Engineer,Medium (201-1000),HealthTech,Poland,Warsaw,On-site,Contract,Mid,2023-08-22
373,Software Engineer,Small (51-200),E-Commerce,Sweden,Stockholm,Remote,Full-time,Entry,2023-07-03
374,Security Engineer,Small (51-200),Consulting,Germany,Stuttgart,Hybrid,Full-time,Lead,2023-10-05
375,Backend Engineer,Enterprise (5000+),SaaS,United States,Boston,Hybrid,Full-time,Entry,2024-06-12
376,Data Engineer,Medium (201-1000),HealthTech,Germany,Frankfurt,On-site,Full-time,Lead,2024-07-20
377,Backend Engineer,Medium (201-1000),Cybersecurity,Australia,Sydney,Hybrid,Full-time,Mid,2023-09-06
378,Business Intelligence Analyst,Small (51-200),SaaS,Australia,Melbourne,Hybrid,Full-time,Lead,2023-06-04
379,Software Engineer,Enterprise (5000+),FinTech,Germany,Frankfurt,Hybrid,Contract,Mid,2023-12-10
380,Security Engineer,Startup (1-50),Gaming,Germany,Frankfurt,Remote,Working Student,Senior,2024-05-18
381,Security Engineer,Startup (1-50),EdTech,Germany,Munich,Remote,Full-time,Senior,2024-02-27
382,DevOps Engineer,Enterprise (5000+),Gaming,Sweden,Gothenburg,Remote,Full-time,Entry,2023-03-18
383,Software Engineer,Small (51-200),Consulting,Poland,Wroclaw,Remote,Full-time,Lead,2024-02-07
384,Backend Engineer,Medium (201-1000),E-Commerce,Sweden,Gothenburg,Remote,Working Student,Lead,2024-08-21
385,Data Engineer,Large (1001-5000),EdTech,United States,New York,Hybrid,Full-time,Mid,2024-01-02
386,iOS Developer,Medium (201-1000),Automotive,Netherlands,Rotterdam,On-site,Full-time,Lead,2024-12-22
387,Machine Learning Engineer,Small (51-200),Consulting,Sweden,Stockholm,Remote,Full-time,Senior,2024-02-10
388,Cloud Architect,Medium (201-1000),Gaming,India,Bangalore,On-site,Full-time,Senior,2024-04-08
389,Data Engineer,Startup (1-50),FinTech,India,Hyderabad,On-site,Full-time,Lead,2023-03-05
390,Machine Learning Engineer,Medium (201-1000),HealthTech,Netherlands,Amsterdam,Hybrid,Working Student,Lead,2024-08-19
391,Data Engineer,Startup (1-50),E-Commerce,Poland,Krakow,Remote,Full-time,Entry,2023-04-05
392,Software Engineer,Startup (1-50),Gaming,Canada,Toronto,Remote,Full-time,Lead,2024-05-23
393,Cloud Architect,Small (51-200),Automotive,Germany,Frankfurt,Hybrid,Working Student,Lead,2023-10-14
394,Software Engineer,Enterprise (5000+),Logistics,Australia,Sydney,Hybrid,Full-time,Executive,2024-02-26
395,Software Engineer,Medium (201-1000),EdTech,India,Mumbai,Hybrid,Full-time,Entry,2023-09-13
396,Software Engineer,Medium (201-1000),Consulting,Spain,Valencia,Hybrid,Contract,Lead,2024-08-02
397,Frontend Engineer,Small (51-200),FinTech,India,Pune,Remote,Full-time,Senior,2023-10-15
398,Product Manager,Enterprise (5000+),HealthTech,Germany,Frankfurt,On-site,Working Student,Senior,2023-09-11
399,iOS Developer,Startup (1-50),Cybersecurity,Spain,Madrid,On-site,Working Student,Executive,2024-02-02
400,Data Analyst,Enterprise (5000+),Consulting,Canada,Toronto,Hybrid,Part-time,Mid,2024-08-28
401,Business Intelligence Analyst,Small (51-200),Logistics,Germany,Hamburg,Hybrid,Full-time,Executive,2024-07-09
402,DevOps Engineer,Startup (1-50),FinTech,France,Paris,Remote,Full-time,Entry,2024-06-23
403,Backend Engineer,Small (51-200),E-Commerce,Australia,Sydney,On-site,Full-time,Executive,2023-11-28
404,Data Analyst,Small (51-200),Consulting,Germany,Berlin,On-site,Contract,Executive,2023-03-16
405,Cloud Architect,Enterprise (5000+),E-Commerce,Canada,Montreal,Remote,Full-time,Lead,2023-06-11
406,Cloud Architect,Medium (201-1000),Cybersecurity,Sweden,Gothenburg,Remote,Working Student,Lead,2024-01-01
407,Business Intelligence Analyst,Large (1001-5000),E-Commerce,Netherlands,Utrecht,Hybrid,Full-time,Mid,2023-07-01
408,Security Engineer,Large (1001-5000),Cybersecurity,Sweden,Stockholm,On-site,Contract,Executive,2023-02-03
409,Business Intelligence Analyst,Enterprise (5000+),Consulting,United Kingdom,Edinburgh,Remote,Full-time,Mid,2023-03-21
410,Backend Engineer,Startup (1-50),Consulting,Netherlands,Rotterdam,On-site,Full-time,Mid,2024-04-02
411,Machine Learning Engineer,Startup (1-50),FinTech,Germany,Hamburg,Hybrid,Contract,Mid,2023-02-19
412,Security Engineer,Small (51-200),Gaming,Switzerland,Geneva,On-site,Full-time,Lead,2023-12-26
413,Data Engineer,Enterprise (5000+),E-Commerce,India,Mumbai,Hybrid,Full-time,Lead,2024-04-07
414,iOS Developer,Medium (201-1000),Consulting,United States,San Francisco,Remote,Full-time,Entry,2023-06-24
415,Security Engineer,Enterprise (5000+),Consulting,Switzerland,Zurich,On-site,Working Student,Entry,2024-08-31
416,Security Engineer,Large (1001-5000),Gaming,Poland,Krakow,On-site,Full-time,Entry,2023-06-10
417,Backend Engineer,Small (51-200),EdTech,Germany,Berlin,Hybrid,Full-time,Mid,2023-09-29
418,iOS Developer,Startup (1-50),Logistics,Spain,Barcelona,Remote,Full-time,Mid,2023-06-07
419,Software Engineer,Startup (1-50),Cybersecurity,Germany,Hamburg,Remote,Full-time,Lead,2024-05-06
420,Software Engineer,Small (51-200),Logistics,Netherlands,Amsterdam,Hybrid,Working Student,Mid,2023-04-29
421,DevOps Engineer,Medium (201-1000),E-Commerce,France,Lyon,Remote,Full-time,Lead,2024-01-15
422,Data Analyst,Startup (1-50),SaaS,Switzerland,Geneva,Remote,Full-time,Lead,2023-10-03
423,Data Analyst,Startup (1-50),Gaming,Poland,Warsaw,Hybrid,Contract,Entry,2024-08-26
424,Software Engineer,Enterprise (5000+),Logistics,Netherlands,Utrecht,Hybrid,Full-time,Lead,2024-08-09
425,iOS Developer,Large (1001-5000),EdTech,Netherlands,Rotterdam,On-site,Part-time,Entry,2024-08-07
426,Data Engineer,Small (51-200),SaaS,India,Hyderabad,On-site,Full-time,Lead,2023-07-17
427,Frontend Engineer,Large (1001-5000),E-Commerce,United Kingdom,London,Remote,Contract,Entry,2024-09-01
428,Security Engineer,Startup (1-50),Consulting,France,Lyon,Hybrid,Full-time,Entry,2023-10-10
429,Software Engineer,Enterprise (5000+),Gaming,India,Mumbai,Hybrid,Full-time,Executive,2023-06-03
430,Data Engineer,Startup (1-50),Consulting,United Kingdom,London,On-site,Contract,Executive,2024-02-25
431,Cloud Architect,Enterprise (5000+),Automotive,France,Lyon,Hybrid,Full-time,Lead,2024-02-17
432,Software Engineer,Medium (201-1000),Logistics,United Kingdom,Bristol,Hybrid,Full-time,Lead,2023-10-03
433,Backend Engineer,Medium (201-1000),HealthTech,Canada,Toronto,Remote,Full-time,Senior,2023-08-22
434,Security Engineer,Medium (201-1000),HealthTech,United Kingdom,Edinburgh,Remote,Full-time,Lead,2023-07-12
435,Frontend Engineer,Enterprise (5000+),EdTech,Australia,Sydney,On-site,Contract,Lead,2023-06-12
436,Security Engineer,Large (1001-5000),Cybersecurity,United States,Seattle,Remote,Contract,Executive,2023-01-30
437,Machine Learning Engineer,Small (51-200),Consulting,United Kingdom,Manchester,Remote,Full-time,Entry,2024-12-22
438,Backend Engineer,Enterprise (5000+),FinTech,Netherlands,Rotterdam,Hybrid,Working Student,Lead,2023-09-05
439,Business Intelligence Analyst,Small (51-200),EdTech,Canada,Vancouver,On-site,Full-time,Lead,2023-12-25
440,iOS Developer,Medium (201-1000),Cybersecurity,Canada,Toronto,Remote,Full-time,Entry,2023-08-08
441,Machine Learning Engineer,Medium (201-1000),FinTech,Netherlands,Utrecht,Hybrid,Full-time,Mid,2024-04-30
442,Business Intelligence Analyst,Small (51-200),Automotive,United Kingdom,Manchester,Remote,Contract,Entry,2024-12-30
443,Frontend Engineer,Medium (201-1000),Automotive,Sweden,Gothenburg,Hybrid,Full-time,Lead,2024-11-24
444,Business Intelligence Analyst,Startup (1-50),Consulting,India,Mumbai,Hybrid,Full-time,Entry,2024-07-28
445,Business Intelligence Analyst,Medium (201-1000),Consulting,Spain,Valencia,Hybrid,Full-time,Senior,2023-10-11
446,iOS Developer,Medium (201-1000),SaaS,Spain,Barcelona,Remote,Full-time,Senior,2023-02-28
447,Cloud Architect,Small (51-200),Automotive,Poland,Krakow,Hybrid,Full-time,Senior,2023-09-23
448,Frontend Engineer,Enterprise (5000+),SaaS,Switzerland,Geneva,Hybrid,Full-time,Entry,2023-12-18
449,Cloud Architect,Large (1001-5000),EdTech,Sweden,Stockholm,On-site,Full-time,Executive,2023-11-04
450,iOS Developer,Large (1001-5000),EdTech,United Kingdom,Manchester,Remote,Full-time,Entry,2023-07-07
451,Cloud Architect,Small (51-200),Automotive,Spain,Barcelona,Hybrid,Part-time,Entry,2024-03-06
452,iOS Developer,Medium (201-1000),FinTech,Canada,Vancouver,Hybrid,Full-time,Executive,2024-10-11
453,Business Intelligence Analyst,Large (1001-5000),Gaming,Poland,Wroclaw,On-site,Full-time,Entry,2024-06-26
454,Software Engineer,Small (51-200),Cybersecurity,France,Lyon,On-site,Full-time,Mid,2024-04-13
455,Security Engineer,Startup (1-50),E-Commerce,United Kingdom,Edinburgh,Hybrid,Full-time,Mid,2023-11-17
456,Software Engineer,Medium (201-1000),Cybersecurity,Spain,Madrid,Remote,Contract,Lead,2023-06-12
457,Data Analyst,Large (1001-5000),Logistics,Australia,Sydney,Hybrid,Full-time,Executive,2024-01-28
458,Product Manager,Medium (201-1000),EdTech,Germany,Berlin,On-site,Contract,Mid,2023-07-15
459,Cloud Architect,Small (51-200),E-Commerce,Germany,Berlin,Hybrid,Full-time,Mid,2023-04-16
460,Business Intelligence Analyst,Small (51-200),Automotive,Switzerland,Basel,Remote,Full-time,Senior,2024-04-11
461,Frontend Engineer,Medium (201-1000),SaaS,Sweden,Gothenburg,On-site,Full-time,Mid,2023-06-18
462,Machine Learning Engineer,Small (51-200),EdTech,Switzerland,Zurich,Remote,Full-time,Mid,2023-06-23
463,Security Engineer,Large (1001-5000),EdTech,United States,Seattle,On-site,Full-time,Entry,2024-09-30
464,Software Engineer,Startup (1-50),Logistics,Germany,Stuttgart,Remote,Full-time,Entry,2024-01-25
465,iOS Developer,Small (51-200),FinTech,United States,Boston,Remote,Full-time,Lead,2023-11-05
466,Data Engineer,Medium (201-1000),Gaming,Switzerland,Basel,Hybrid,Part-time,Executive,2023-04-18
467,iOS Developer,Startup (1-50),Automotive,India,Bangalore,Hybrid,Full-time,Entry,2024-06-19
468,Security Engineer,Medium (201-1000),SaaS,Netherlands,Rotterdam,Remote,Full-time,Lead,2024-12-05
469,Machine Learning Engineer,Startup (1-50),Cybersecurity,Australia,Melbourne,Hybrid,Working Student,Entry,2024-11-16
470,Data Engineer,Startup (1-50),Automotive,Australia,Sydney,Hybrid,Full-time,Executive,2024-10-21
471,iOS Developer,Large (1001-5000),FinTech,Netherlands,Rotterdam,Remote,Contract,Senior,2023-10-25
472,Backend Engineer,Startup (1-50),FinTech,Canada,Montreal,Remote,Contract,Lead,2023-01-10
473,Backend Engineer,Large (1001-5000),HealthTech,United Kingdom,Manchester,On-site,Full-time,Senior,2024-01-17
474,Data Engineer,Large (1001-5000),Gaming,Canada,Toronto,On-site,Full-time,Lead,2024-12-07
475,Cloud Architect,Startup (1-50),E-Commerce,Australia,Melbourne,Remote,Part-time,Mid,2023-04-17
476,DevOps Engineer,Large (1001-5000),Consulting,Switzerland,Basel,Remote,Full-time,Executive,2024-09-18
477,DevOps Engineer,Startup (1-50),HealthTech,Germany,Munich,On-site,Full-time,Lead,2023-09-25
478,Software Engineer,Enterprise (5000+),Consulting,Spain,Barcelona,Hybrid,Full-time,Executive,2024-06-15
479,Frontend Engineer,Large (1001-5000),Gaming,India,Bangalore,Hybrid,Full-time,Mid,2023-06-02
480,Software Engineer,Enterprise (5000+),E-Commerce,India,Bangalore,On-site,Contract,Mid,2023-03-18
481,Machine Learning Engineer,Medium (201-1000),Gaming,Australia,Melbourne,Remote,Full-time,Senior,2024-02-17
482,DevOps Engineer,Enterprise (5000+),Logistics,Netherlands,Amsterdam,Hybrid,Contract,Lead,2023-11-20
483,Security Engineer,Startup (1-50),EdTech,United States,Austin,Hybrid,Full-time,Entry,2023-01-01
484,Business Intelligence Analyst,Enterprise (5000+),Logistics,United States,Boston,Hybrid,Full-time,Senior,2023-12-16
485,Machine Learning Engineer,Medium (201-1000),Logistics,Canada,Toronto,Hybrid,Full-time,Lead,2024-11-03
486,DevOps Engineer,Startup (1-50),Consulting,Canada,Montreal,On-site,Full-time,Entry,2023-12-30
487,Product Manager,Medium (201-1000),E-Commerce,Spain,Barcelona,Hybrid,Full-time,Executive,2024-05-19
488,Data Engineer,Enterprise (5000+),Gaming,United Kingdom,Bristol,Remote,Full-time,Senior,2023-08-09
489,Security Engineer,Startup (1-50),Cybersecurity,Australia,Sydney,On-site,Full-time,Senior,2023-05-07
490,Cloud Architect,Enterprise (5000+),EdTech,Australia,Melbourne,Remote,Full-time,Executive,2023-02-19
491,Business Intelligence Analyst,Enterprise (5000+),Cybersecurity,India,Mumbai,On-site,Working Student,Lead,2023-06-27
492,Data Engineer,Enterprise (5000+),Gaming,Sweden,Stockholm,Hybrid,Full-time,Lead,2024-03-04
493,Machine Learning Engineer,Large (1001-5000),Logistics,Poland,Wroclaw,On-site,Working Student,Senior,2023-05-17
494,Business Intelligence Analyst,Medium (201-1000),Consulting,United Kingdom,Bristol,On-site,Full-time,Executive,2024-12-29
495,Machine Learning Engineer,Enterprise (5000+),E-Commerce,Sweden,Stockholm,Hybrid,Full-time,Mid,2024-12-28
496,Product Manager,Medium (201-1000),EdTech,Spain,Madrid,Hybrid,Contract,Executive,2024-05-06
497,Cloud Architect,Enterprise (5000+),FinTech,Poland,Wroclaw,Remote,Contract,Lead,2024-06-19
498,Frontend Engineer,Startup (1-50),E-Commerce,United States,San Francisco,Hybrid,Full-time,Mid,2023-10-21
499,Data Analyst,Medium (201-1000),Consulting,Spain,Barcelona,Remote,Full-time,Entry,2024-04-08
500,Cloud Architect,Small (51-200),SaaS,United States,Boston,Hybrid,Full-time,Executive,2024-06-07
501,Security Engineer,Large (1001-5000),Consulting,Sweden,Gothenburg,Hybrid,Working Student,Entry,2024-07-19
502,Security Engineer,Small (51-200),Logistics,Germany,Berlin,Hybrid,Contract,Senior,2023-08-19
503,Security Engineer,Enterprise (5000+),SaaS,Spain,Valencia,Hybrid,Full-time,Senior,2023-10-29
504,Cloud Architect,Small (51-200),HealthTech,Australia,Sydney,On-site,Part-time,Entry,2024-01-22
505,iOS Developer,Medium (201-1000),Automotive,Germany,Frankfurt,Remote,Full-time,Executive,2023-01-06
506,Security Engineer,Startup (1-50),FinTech,Canada,Vancouver,Remote,Full-time,Mid,2024-10-02
507,iOS Developer,Enterprise (5000+),Consulting,Poland,Wroclaw,Hybrid,Full-time,Lead,2024-06-22
508,Product Manager,Enterprise (5000+),Gaming,Netherlands,Amsterdam,Remote,Full-time,Entry,2023-04-05
509,Machine Learning Engineer,Medium (201-1000),Cybersecurity,Canada,Toronto,Hybrid,Full-time,Senior,2024-06-27
